c0_corrected,c0_error,phi,v_obs,v_bar,radius_kpc,g_obs,g_N
68.72621248711384,22.154086497391003,0.3889357759509094,110.0,74.55555780758401,7.37,5.320126522281657e-11,2.4439743191776932e-11
68.85544748214735,21.719518620108833,0.39461702132183796,112.0,75.48106650014955,8.21,4.9510460584637065e-11,2.248728255300942e-11
72.47010174580257,22.885634854139155,0.3798111096684066,113.0,77.29093737301936,9.16,4.517160185313587e-11,2.1133223856435744e-11
73.08450554335758,22.875078272112486,0.3799390511131107,114.0,77.96495238246479,10.85,3.881361044825599e-11,1.8154035319310347e-11
66.67353628823433,20.45335643344249,0.4124015041326588,114.0,75.47465799856266,12.21,3.449039093886793e-11,1.5117874016124173e-11
57.88328445138292,17.41221354948617,0.46449646435185016,114.0,71.64346795067922,15.16,2.777887027464231e-11,1.0971299656119987e-11
38.67945937070064,23.76900443326624,0.2688011122835874,42.7,32.63540715235525,1.94,3.045496455559193e-11,1.7790183135009456e-11
39.808620143488376,16.074356755200323,0.33883946860006264,55.0,39.19282587413161,3.92,2.5005951829857025e-11,1.2697878503313187e-11
37.73805279042092,13.804139607644682,0.3700277365533055,57.2,39.508907856330325,4.35,2.4372881608450475e-11,1.1627995917789651e-11
37.08237663892527,12.501979059503181,0.391576386241633,59.8,40.42422664690074,5.0,2.317589112119248e-11,1.0590525599481531e-11
34.27421205470502,10.33571572481981,0.43582127934005355,62.5,40.42083126309997,5.05,2.5065290067568002e-11,1.0483907522314124e-11
34.52798295985852,10.6328977662251,0.4289872487327116,61.8,40.24219675912338,5.83,2.1228165932796705e-11,9.001168337281525e-12
32.11118765700011,8.967603962542722,0.4713532984489664,64.4,40.195712457922674,6.09,2.2067773631006925e-11,8.59698654977668e-12
33.027328035314845,8.779899706958709,0.47683428740909317,67.2,41.714089945724574,6.74,2.171114500058655e-11,8.365843351134925e-12
30.206834889687897,359.10407785849134,0.07315434232820349,12.9,11.99,1.14,4.7301906743527656e-12,4.086369114620642e-12
33.38771652199162,164.52392455212473,0.1217417182336949,19.8,17.53046491111973,1.99,6.383831015088404e-12,5.004236998342328e-12
294.97646268986904,105.51047361989555,0.18550886783944923,238.0,197.70218966920928,25.03,7.333261007076666e-11,5.060182583233237e-11
247.19427956759515,74.51943659882241,0.2403886542861135,247.0,194.22158196245852,25.9,7.633051994685177e-11,4.7195358412759576e-11
38.415786889860115,115.21367513045314,0.18554284988024364,31.0,25.750250484218594,0.32,9.731448476992872e-11,6.714551604018144e-11
43.19119453000038,107.96785207068575,0.19397537134660517,36.1,29.73478266273355,0.43,9.820871452471024e-11,6.66292860480188e-11
37.93630411649315,58.37489808997373,0.29710567109496927,46.0,34.17641291885384,0.54,1.2697726890857155e-10,7.009116439835815e-11
30.89030393462326,32.99939048618758,0.44662272717017265,58.0,37.10754370744579,0.64,1.703256642903435e-10,6.971857785158781e-11
